date,dimension_name,dimension_value,kpi_name,kpi_value
2024-01-01,marketing_channel,paid_search,total_spend_usd,4037.91
2024-01-01,marketing_channel,social,total_spend_usd,3590.06
2024-01-01,marketing_channel,email,total_spend_usd,2068.53
2024-01-01,marketing_channel,affiliate,total_spend_usd,1038.54
2024-01-01,marketing_channel,display,total_spend_usd,1414.6
2024-01-02,marketing_channel,paid_search,total_spend_usd,3934.47
2024-01-02,marketing_channel,social,total_spend_usd,3383.82
2024-01-02,marketing_channel,email,total_spend_usd,2575.54
2024-01-02,marketing_channel,affiliate,total_spend_usd,2181.81
2024-01-02,marketing_channel,display,total_spend_usd,548.25
2024-01-03,marketing_channel,paid_search,total_spend_usd,5588.18
2024-01-03,marketing_channel,social,total_spend_usd,1839.28
2024-01-03,marketing_channel,email,total_spend_usd,2489.68
2024-01-03,marketing_channel,affiliate,total_spend_usd,1387.72
2024-01-03,marketing_channel,display,total_spend_usd,323.34
2024-01-04,marketing_channel,paid_search,total_spend_usd,5865.8
2024-01-04,marketing_channel,social,total_spend_usd,2936.46
2024-01-04,marketing_channel,email,total_spend_usd,1403.29
2024-01-04,marketing_channel,affiliate,total_spend_usd,2344.79
2024-01-04,marketing_channel,display,total_spend_usd,155.19
2024-01-05,marketing_channel,paid_search,total_spend_usd,2735.3
2024-01-05,marketing_channel,social,total_spend_usd,2775.91
2024-01-05,marketing_channel,email,total_spend_usd,3326.16
2024-01-05,marketing_channel,affiliate,total_spend_usd,1871.58
2024-01-05,marketing_channel,display,total_spend_usd,888.93
2024-01-06,marketing_channel,paid_search,total_spend_usd,3805.58
2024-01-06,marketing_channel,social,total_spend_usd,4256.0
2024-01-06,marketing_channel,email,total_spend_usd,3643.72
2024-01-06,marketing_channel,affiliate,total_spend_usd,1053.29
2024-01-06,marketing_channel,display,total_spend_usd,88.41
2024-01-07,marketing_channel,paid_search,total_spend_usd,4504.57
2024-01-07,marketing_channel,social,total_spend_usd,4181.36
